,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.0012734361045809097,-490.9766,-386.44498,-349.34863,-355.1408,-370.79523,-363.4983,-362.72385,-363.6155,-351.0187,-338.02863,-333.82092,-288.37424,0.24169921875,0.44454464,0.6110663,0.8671851,0.72744054,0.55755615,0.3292535,0.4515261,0.53185,0.68741643,0.58607674,0.43797112,0.85259956,4.367901e-05,0.00011037379,0.00012431342,0.000105537474,9.4058174e-05,0.00011594934,0.00010870573,0.00011384438,0.00011264198,0.00014701889,0.00017114595,0.11439338
1,0.006079115673703741,-53.249195,-87.405106,-105.799576,-111.664215,-110.36937,-97.349464,-93.10518,-93.77182,-94.32492,-90.38001,-90.07678,-30.692575,0.41748046875,0.5420381,0.6186518,1.0,1.0,0.9791877,0.83674806,1.0,0.8794025,1.0,1.0,1.0,1.0,2.6354124e-05,0.00018007081,0.0002905973,0.00016289257,7.0757866e-05,8.022984e-05,8.346658e-05,8.1599275e-05,0.00013171665,0.0001935701,0.000143788,0.06915881
2,0.013721516439150792,18.56966,37.43841,52.62111,61.971107,55.349777,42.755676,34.79682,36.820595,37.565712,36.033943,32.866867,61.55835,0.6123046875,0.24324796,0.2857936,0.54124963,0.6776093,1.0,1.0,0.96546185,1.0,0.9898357,0.8105401,0.69498473,0.47752196,1.886744e-05,0.000116560055,0.00023750271,0.00015020987,9.5035866e-05,0.000114572365,0.00015401978,0.00018037623,0.00018754286,0.00024300466,0.000230647,0.0034687426
3,0.020552487899644017,9.87932,1.597282,-12.023338,-30.48595,-38.184834,-29.952332,-31.527958,-30.36901,-29.160538,-27.07464,-19.818748,0.5422396,0.71435546875,0.22168118,0.23446736,0.3867297,0.60935,0.97230595,0.72801363,0.9907915,0.8986391,0.94291526,0.83377945,0.47424233,0.28085673,3.209118e-05,0.00013664408,0.00028590375,0.00023027523,0.000167873,0.00026398167,0.0003458464,0.0003441277,0.00024105037,0.00048654422,0.00043385464,0.00061576586
4,0.019766839556921878,-19.083347,-23.592533,-17.003437,1.0118542,18.34161,19.34186,19.22086,16.749098,15.671242,14.243671,11.496227,15.085993,0.76513671875,0.41914055,0.2955424,0.21137007,0.22317134,0.4951359,0.45265642,0.6603666,0.6856893,0.6646921,0.52242726,0.31324774,0.19704628,1.6090766e-05,6.3244406e-05,0.00010370164,0.00012360045,0.00014921598,0.00016304765,0.00018994528,0.00017064846,0.00022190584,0.0003549137,0.00041712332,0.00052845565
5,0.015588229095766723,20.8265,9.927267,2.3127635,0.94726276,-1.013231,-9.6463585,-8.215204,-9.3565445,-8.438727,-4.7542176,-1.3490648,-12.833824,0.79638671875,0.62179154,0.45812362,0.17340907,0.05944298,0.044155035,0.040095188,0.052690983,0.056610696,0.056495875,0.042123664,0.043981094,0.046143953,4.452031e-05,0.00016805565,0.00016363837,0.00013249968,0.00016933122,0.00024008907,0.00042938086,0.00055263203,0.00053321413,0.0005362678,0.0005525391,0.0016002571
6,0.014076203963914173,-12.517658,-15.799372,-9.85504,-3.6553378,3.4229527,9.690512,7.525811,5.1703396,1.7981385,8.432728,8.736762,-21.103392,0.802734375,1.0,0.89302695,0.35735035,0.0985756,0.057082787,0.03414989,0.03809222,0.033720873,0.043406904,0.038566392,0.054229815,0.05512878,3.9246206e-05,0.00019550271,0.0002804104,0.00024039048,0.00028075426,0.0005231494,0.0005566182,0.00051717315,0.0006931377,0.00071813463,0.00087038206,0.0015044175
7,0.013791388933064141,18.951965,12.40255,11.044168,14.352331,14.904339,13.97099,9.017788,7.5601077,4.207023,7.095198,9.784512,-19.72595,0.8037109375,0.67768496,0.7185049,0.48977923,0.14704232,0.078371435,0.043975327,0.04099427,0.046221644,0.059912305,0.052688997,0.0558872,0.0660157,4.473349e-05,0.00030849717,0.000637226,0.0003860723,0.0002940166,0.0006159949,0.00053673703,0.0004510317,0.0005290437,0.0008765628,0.001136089,0.0012380034
8,0.014958365813986577,3.7075708,0.24286698,-1.4552617,-3.875317,-3.192953,-0.19868743,4.6784253,11.313624,5.393325,0.8039373,2.2642114,-18.76028,0.80615234375,0.7364886,0.6291797,0.42285636,0.18884273,0.15469068,0.09294343,0.08149004,0.0746764,0.112960376,0.12737113,0.10500287,0.097979024,0.00020302804,0.002791697,0.004705229,0.0013949767,0.0005312526,0.0007811404,0.00079512724,0.0010201233,0.0013982765,0.0017804789,0.0023083428,0.002199343
9,0.015464830704300754,7.982665,0.04115832,2.5540175,2.7580671,4.7316046,0.13008456,-1.8570871,8.188949,7.093754,5.107993,5.271041,-13.220949,0.7900390625,0.94285214,1.0,0.7547537,0.4564424,0.3607338,0.17508225,0.15038042,0.1751617,0.25673783,0.26071125,0.17157984,0.15144461,0.0005271647,0.009501397,0.018151347,0.010430628,0.0039425865,0.0021241966,0.0020037417,0.001925488,0.0025690785,0.0030586892,0.004544489,0.004424458
10,0.014138596869086747,-9.405072,-6.9933686,-4.4456577,-4.47554,-5.263843,-10.056183,-11.179848,-9.684444,-10.847984,-10.366968,-4.7444367,-23.647913,0.75048828125,0.5366384,0.54128206,0.58080477,0.5341481,0.47519562,0.26649892,0.18396264,0.22361913,0.32290554,0.3240729,0.26826355,0.316098,0.0008960336,0.020007908,0.06712115,0.09479381,0.06064636,0.026876654,0.015217105,0.016872955,0.02603287,0.030464143,0.026842432,0.020694818
11,0.012497214895531237,11.715042,15.248848,15.654166,9.586746,6.298714,4.614994,2.8236482,6.1510496,10.23572,7.8122315,8.40851,-3.170825,0.56640625,0.43115374,0.3727101,0.66684735,0.67917705,0.52370036,0.34294388,0.25055036,0.3246792,0.46784216,0.4040433,0.36807424,0.6949369,0.00028109842,0.010260755,0.08980508,0.23598537,0.20752653,0.12902111,0.10385488,0.09898175,0.11882332,0.12902176,0.11320968,0.076194525
12,0.029370403407312288,,,,,,,,,,,,,0.38623046875,,,,,,,,,,,,,,,,,,,,,,,,
13,0.05382416018831597,,,,,,,,,,,,,0.2236328125,,,,,,,,,,,,,,,,,,,,,,,,
14,0.05185131632887395,,,,,,,,,,,,,0.0947265625,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0422812757407404,,,,,,,,,,,,,0.111328125,,,,,,,,,,,,,,,,,,,,,,,,
16,0.03762101865681127,,,,,,,,,,,,,0.13671875,,,,,,,,,,,,,,,,,,,,,,,,
17,0.036876337324659704,,,,,,,,,,,,,0.15185546875,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0384500896568766,,,,,,,,,,,,,0.16064453125,,,,,,,,,,,,,,,,,,,,,,,,
19,0.04352625145252421,,,,,,,,,,,,,0.158203125,,,,,,,,,,,,,,,,,,,,,,,,
20,0.052084282280303894,,,,,,,,,,,,,0.14404296875,,,,,,,,,,,,,,,,,,,,,,,,
21,0.05266916030798319,,,,,,,,,,,,,0.15185546875,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03682330570280722,,,,,,,,,,,,,0.1474609375,,,,,,,,,,,,,,,,,,,,,,,,
23,0.022540910248823695,,,,,,,,,,,,,0.13134765625,,,,,,,,,,,,,,,,,,,,,,,,
24,0.020042533424032952,,,,,,,,,,,,,0.10986328125,,,,,,,,,,,,,,,,,,,,,,,,
25,0.01845297494472191,,,,,,,,,,,,,0.06298828125,,,,,,,,,,,,,,,,,,,,,,,,
26,0.01236680787211552,,,,,,,,,,,,,0.0322265625,,,,,,,,,,,,,,,,,,,,,,,,
27,0.006204608620549684,,,,,,,,,,,,,0.04248046875,,,,,,,,,,,,,,,,,,,,,,,,
28,0.002348590060648452,,,,,,,,,,,,,0.07373046875,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0021477619012787927,,,,,,,,,,,,,0.1103515625,,,,,,,,,,,,,,,,,,,,,,,,
30,0.01536882209532587,,,,,,,,,,,,,0.14111328125,,,,,,,,,,,,,,,,,,,,,,,,
31,0.03532508865183001,,,,,,,,,,,,,0.1279296875,,,,,,,,,,,,,,,,,,,,,,,,
32,0.04221433000506998,,,,,,,,,,,,,0.09765625,,,,,,,,,,,,,,,,,,,,,,,,
33,0.040810213995892915,,,,,,,,,,,,,0.064453125,,,,,,,,,,,,,,,,,,,,,,,,
34,0.029352052703035442,,,,,,,,,,,,,0.03173828125,,,,,,,,,,,,,,,,,,,,,,,,
35,0.015219077887983093,,,,,,,,,,,,,0.02685546875,,,,,,,,,,,,,,,,,,,,,,,,
36,0.010980244117537128,,,,,,,,,,,,,0.0244140625,,,,,,,,,,,,,,,,,,,,,,,,
37,0.011113796913539274,,,,,,,,,,,,,0.0234375,,,,,,,,,,,,,,,,,,,,,,,,
38,0.01399340464093459,,,,,,,,,,,,,0.0283203125,,,,,,,,,,,,,,,,,,,,,,,,
39,0.025887458665639563,,,,,,,,,,,,,0.03271484375,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0464044562107088,,,,,,,,,,,,,0.04345703125,,,,,,,,,,,,,,,,,,,,,,,,
41,0.05711290347292211,,,,,,,,,,,,,0.05712890625,,,,,,,,,,,,,,,,,,,,,,,,
42,0.06332544899568403,,,,,,,,,,,,,0.06689453125,,,,,,,,,,,,,,,,,,,,,,,,
43,0.053600388246480585,,,,,,,,,,,,,0.083984375,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0444798804854202,,,,,,,,,,,,,0.09375,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0460789433434452,,,,,,,,,,,,,0.09765625,,,,,,,,,,,,,,,,,,,,,,,,
46,0.044960899092014055,,,,,,,,,,,,,0.09765625,,,,,,,,,,,,,,,,,,,,,,,,
47,0.04000006788870147,,,,,,,,,,,,,0.08984375,,,,,,,,,,,,,,,,,,,,,,,,
48,0.037306484833205276,,,,,,,,,,,,,0.09130859375,,,,,,,,,,,,,,,,,,,,,,,,
49,0.03608331963594017,,,,,,,,,,,,,0.08837890625,,,,,,,,,,,,,,,,,,,,,,,,
50,0.03654251091464874,,,,,,,,,,,,,0.0908203125,,,,,,,,,,,,,,,,,,,,,,,,
51,0.03769988399170059,,,,,,,,,,,,,0.0947265625,,,,,,,,,,,,,,,,,,,,,,,,
52,0.03505753526178884,,,,,,,,,,,,,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,
53,0.030083969983448693,,,,,,,,,,,,,0.06982421875,,,,,,,,,,,,,,,,,,,,,,,,
54,0.01614484621338837,,,,,,,,,,,,,0.05908203125,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0055153793238434685,,,,,,,,,,,,,0.05322265625,,,,,,,,,,,,,,,,,,,,,,,,
56,0.002437630822457885,,,,,,,,,,,,,0.04248046875,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0007402236497451841,,,,,,,,,,,,,0.08935546875,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0003919776189811483,,,,,,,,,,,,,0.1162109375,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0003350319025849503,,,,,,,,,,,,,0.1044921875,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0003551370985675212,,,,,,,,,,,,,0.12109375,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0003490560976334052,,,,,,,,,,,,,0.0966796875,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0002967709936174345,,,,,,,,,,,,,0.06103515625,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0003425749359770516,,,,,,,,,,,,,0.14794921875,,,,,,,,,,,,,,,,,,,,,,,,
64,0.004260808304385278,,,,,,,,,,,,,0.26806640625,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01062269357693268,,,,,,,,,,,,,0.32275390625,,,,,,,,,,,,,,,,,,,,,,,,
66,0.011085553572820154,,,,,,,,,,,,,0.37939453125,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01368999610749401,,,,,,,,,,,,,0.34716796875,,,,,,,,,,,,,,,,,,,,,,,,
68,0.013491492190830899,,,,,,,,,,,,,0.22412109375,,,,,,,,,,,,,,,,,,,,,,,,
69,0.011921996412168326,,,,,,,,,,,,,0.16162109375,,,,,,,,,,,,,,,,,,,,,,,,
70,0.024085016142972093,,,,,,,,,,,,,0.12353515625,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03827708523341158,,,,,,,,,,,,,0.08642578125,,,,,,,,,,,,,,,,,,,,,,,,
72,0.04445981729544445,,,,,,,,,,,,,0.0869140625,,,,,,,,,,,,,,,,,,,,,,,,
