,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
73,0.05005104246125698,,,,,,,,,,,,,0.09033203125,,,,,,,,,,,,,,,,,,,,,,,,
74,0.048644595940060674,,,,,,,,,,,,,0.0927734375,,,,,,,,,,,,,,,,,,,,,,,,
75,0.038113773395159825,,,,,,,,,,,,,0.10400390625,,,,,,,,,,,,,,,,,,,,,,,,
76,0.025804366193703174,,,,,,,,,,,,,0.1064453125,,,,,,,,,,,,,,,,,,,,,,,,
77,0.018458651952128657,,,,,,,,,,,,,0.10986328125,,,,,,,,,,,,,,,,,,,,,,,,
78,0.017919223593793634,,,,,,,,,,,,,0.111328125,,,,,,,,,,,,,,,,,,,,,,,,
79,0.018023015122017847,,,,,,,,,,,,,0.09423828125,,,,,,,,,,,,,,,,,,,,,,,,
80,0.01654154960879821,,,,,,,,,,,,,0.091796875,,,,,,,,,,,,,,,,,,,,,,,,
81,0.016482722001225535,,,,,,,,,,,,,0.08544921875,,,,,,,,,,,,,,,,,,,,,,,,
82,0.013476598219547756,,,,,,,,,,,,,0.07568359375,,,,,,,,,,,,,,,,,,,,,,,,
83,0.009546483596930461,,,,,,,,,,,,,0.07861328125,,,,,,,,,,,,,,,,,,,,,,,,
84,0.004825299710251006,,,,,,,,,,,,,0.064453125,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0020999636678643535,,,,,,,,,,,,,0.044921875,,,,,,,,,,,,,,,,,,,,,,,,
